type,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct
discharge,[2008.       5.       7.      21.      56.       9.656],24,B0006,305,922,00922.csv,1.4468538105659885,,
impedance,[2008.      5.      7.     22.     48.     38.75],24,B0006,306,923,00923.csv,,0.07177478049617578,0.09532003488084542
charge,[2008.       5.       7.      23.      20.      34.515],24,B0006,307,924,00924.csv,,,
impedance,[2.0080e+03 5.0000e+00 8.0000e+00 2.0000e+00 2.1000e+01 5.4109e+01],24,B0006,308,925,00925.csv,,0.07088794010729621,0.09740741420439394
discharge,[2.0080e+03 5.0000e+00 8.0000e+00 2.0000e+00 5.3000e+01 4.9937e+01],24,B0006,309,926,00926.csv,1.4416741930284678,,
impedance,[2008.       5.       8.       3.      46.       9.968],24,B0006,310,927,00927.csv,,0.07036836968833657,0.09274330283644272
impedance,[2008.       5.       9.      11.      53.      10.593],24,B0006,311,928,00928.csv,,0.07141473238066469,0.09614920599785416
discharge,[2008    5    9   12   25    7],24,B0006,312,929,00929.csv,1.5935866593100128,,
impedance,[2008.       5.       9.      13.      19.      35.703],24,B0006,313,930,00930.csv,,0.07075152805097641,0.09048196250260114
charge,[2008.       5.       9.      17.      26.      51.968],24,B0006,314,931,00931.csv,,,
discharge,[2008.       5.       9.      20.      28.       9.734],24,B0006,315,932,00932.csv,1.5463902376915637,,
impedance,[2008.       5.       9.      21.      21.       3.765],24,B0006,316,933,00933.csv,,0.07083150479026026,0.09066604075689752
charge,[2.008e+03 5.000e+00 9.000e+00 2.100e+01 5.300e+01 2.810e-01],24,B0006,317,934,00934.csv,,,
impedance,[2008.       5.      10.       0.      49.      59.984],24,B0006,318,935,00935.csv,,0.07030413873328058,0.0930529362512398
discharge,[2.008e+03 5.000e+00 1.000e+01 1.000e+00 2.100e+01 5.650e+01],24,B0006,319,936,00936.csv,1.51470559175661,,
impedance,[2.0080e+03 5.0000e+00 1.0000e+01 2.0000e+00 1.4000e+01 4.2109e+01],24,B0006,320,937,00937.csv,,0.07118362015441645,0.0928235588614077
charge,[2.0080e+03 5.0000e+00 1.0000e+01 2.0000e+00 4.6000e+01 3.8734e+01],24,B0006,321,938,00938.csv,,,
impedance,[2008.       5.      10.       5.      46.      15.296],24,B0006,322,939,00939.csv,,0.07156671814928477,0.09367023927457886
discharge,[2008    5   10    6   18   12],24,B0006,323,940,00940.csv,1.4989786083335404,,
impedance,[2008.       5.      10.       7.      10.      49.593],24,B0006,324,941,00941.csv,,0.07131586967408446,0.09263070337895823
charge,[2008.       5.      10.       7.      42.      46.312],24,B0006,325,942,00942.csv,,,
impedance,[2008.       5.      10.      10.      44.       7.859],24,B0006,326,943,00943.csv,,0.07235057565104601,0.09440345976365576
discharge,[2008.       5.      10.      11.      16.       4.843],24,B0006,327,944,00944.csv,1.4831110745410492,,
impedance,[2008.       5.      10.      12.       8.      32.875],24,B0006,328,945,00945.csv,,0.07082699476931537,0.09249135121320001
charge,[2008.      5.     10.     12.     40.     29.89],24,B0006,329,946,00946.csv,,,
impedance,[2008.      5.     10.     15.     39.     59.14],24,B0006,330,947,00947.csv,,0.07033788263426383,0.09507092273616935
discharge,[2008.       5.      10.      16.      11.      56.109],24,B0006,331,948,00948.csv,1.4729664825468278,,
impedance,[2008.       5.      10.      17.       4.      16.015],24,B0006,332,949,00949.csv,,0.0712990567757895,0.09306498833833467
charge,[2008.       5.      10.      17.      36.      13.062],24,B0006,333,950,00950.csv,,,
impedance,[2008.       5.      10.      20.      35.      57.437],24,B0006,334,951,00951.csv,,0.07148316063857231,0.09546831610525248
discharge,[2008.       5.      10.      21.       7.      54.625],24,B0006,335,952,00952.csv,1.4627604396099307,,
impedance,[2008.       5.      10.      22.       0.       5.781],24,B0006,336,953,00953.csv,,0.07153178049404317,0.09395541657590765
charge,[2008.       5.      10.      22.      32.       2.937],24,B0006,337,954,00954.csv,,,
impedance,[2.0080e+03 5.0000e+00 1.1000e+01 1.0000e+00 3.3000e+01 2.4437e+01],24,B0006,338,955,00955.csv,,0.07177878179971342,0.09678915937102545
discharge,[2.0080e+03 5.0000e+00 1.1000e+01 2.0000e+00 5.0000e+00 2.1796e+01],24,B0006,339,956,00956.csv,1.4518364681062514,,
impedance,[2.0080e+03 5.0000e+00 1.1000e+01 2.0000e+00 5.7000e+01 3.2984e+01],24,B0006,340,957,00957.csv,,0.07210470131692288,0.09426903728901763
charge,[2008.       5.      11.       3.      29.      30.359],24,B0006,341,958,00958.csv,,,
impedance,[2008.      5.     11.      6.     23.     30.25],24,B0006,342,959,00959.csv,,0.07217659052012376,0.09731548106056298
discharge,[2008.       5.      11.       6.      55.      27.734],24,B0006,343,960,00960.csv,1.4468670644030392,,
impedance,[2008.       5.      11.       7.      47.      30.468],24,B0006,344,961,00961.csv,,0.07254046891986726,0.09511625677952429
charge,[2008.       5.      11.       8.      19.      27.953],24,B0006,345,962,00962.csv,,,
impedance,[2008.       5.      11.      11.      20.      49.578],24,B0006,346,963,00963.csv,,0.07275773932145782,0.09742370041141407
discharge,[2008.       5.      11.      11.      52.      47.187],24,B0006,347,964,00964.csv,1.441380399427779,,
impedance,[2008.       5.      11.      12.      44.      40.703],24,B0006,348,965,00965.csv,,0.07242420049463154,0.09419821095899443
charge,[2008.      5.     11.     13.     16.     38.64],24,B0006,349,966,00966.csv,,,
impedance,[2.008e+03 5.000e+00 1.100e+01 1.600e+01 1.800e+01 8.120e-01],24,B0006,350,967,00967.csv,,0.07161196696477634,0.09618267512171286
discharge,[2008.       5.      11.      16.      49.      58.921],24,B0006,351,968,00968.csv,1.431210744960774,,
impedance,[2008.       5.      11.      17.      41.      53.265],24,B0006,352,969,00969.csv,,0.07177274897642728,0.09431269324325077
charge,[2008.       5.      11.      18.      13.      51.109],24,B0006,353,970,00970.csv,,,
impedance,[2008.       5.      11.      21.      15.      14.843],24,B0006,354,971,00971.csv,,0.07236285655797875,0.09800608224040097
discharge,[2008.       5.      11.      21.      47.      12.843],24,B0006,355,972,00972.csv,1.4260247179525716,,
impedance,[2008.       5.      11.      22.      38.      57.843],24,B0006,356,973,00973.csv,,0.07197325031942853,0.09403994753481937
charge,[2008.       5.      11.      23.      10.      55.875],24,B0006,357,974,00974.csv,,,
impedance,[2.008e+03 5.000e+00 1.200e+01 2.000e+00 5.000e+00 7.030e-01],24,B0006,358,975,00975.csv,,0.07217187946582546,0.09754420653220938
discharge,[2.0080e+03 5.0000e+00 1.2000e+01 2.0000e+00 3.6000e+01 5.8921e+01],24,B0006,359,976,00976.csv,1.420487649966195,,
impedance,[2008.       5.      12.       3.      28.      34.484],24,B0006,360,977,00977.csv,,0.07218496036569667,0.09436432368311946
charge,[2008.       5.      12.       4.       0.      32.718],24,B0006,361,978,00978.csv,,,
impedance,[2008.       5.      12.      12.      24.      36.453],24,B0006,362,979,00979.csv,,0.07327514105662862,0.09816756377374604
discharge,[2008.       5.      12.      12.      56.      34.781],24,B0006,363,980,00980.csv,1.4207006230355006,,
impedance,[2008.      5.     12.     13.     48.     19.89],24,B0006,364,981,00981.csv,,0.07255344400984245,0.09400039614590885
charge,[2008.      5.     12.     16.     11.     11.14],24,B0006,365,982,00982.csv,,,
discharge,[2008.       5.      12.      18.      59.      59.453],24,B0006,366,983,00983.csv,1.452255804330839,,
impedance,[2008.       5.      12.      19.      51.      52.953],24,B0006,367,984,00984.csv,,0.07279898453381024,0.0935192293551594
charge,[2008.       5.      12.      20.      23.      51.828],24,B0006,368,985,00985.csv,,,
impedance,[2008.       5.      12.      23.      21.      19.078],24,B0006,369,986,00986.csv,,0.0737422116355231,0.09682011701371697
discharge,[2008.       5.      12.      23.      53.      17.609],24,B0006,370,987,00987.csv,1.431557632772571,,
impedance,[2008.      5.     13.      0.     44.     53.25],24,B0006,371,988,00988.csv,,0.07230626414964644,0.09373318368991343
charge,[2.0080e+03 5.0000e+00 1.3000e+01 1.0000e+00 1.6000e+01 5.1859e+01],24,B0006,372,989,00989.csv,,,
impedance,[2008.      5.     13.      4.      3.     26.64],24,B0006,373,990,00990.csv,,0.07351181896001253,0.09784840606777727
discharge,[2008.       5.      13.       4.      35.      25.359],24,B0006,374,991,00991.csv,1.415015751158943,,
impedance,[2008.       5.      13.       5.      26.      51.781],24,B0006,375,992,00992.csv,,0.0731481609531371,0.09450117088751923
charge,[2008.       5.      13.       5.      58.      50.796],24,B0006,376,993,00993.csv,,,
impedance,[2008.      5.     13.      8.     52.      5.89],24,B0006,377,994,00994.csv,,0.07363095072187217,0.09872074778143794
discharge,[2008.       5.      13.       9.      24.       4.718],24,B0006,378,995,00995.csv,1.4097311506517451,,
impedance,[2008.       5.      13.      10.      15.       2.906],24,B0006,379,996,00996.csv,,0.07258698856788243,0.0942767204381327
charge,[2.008e+03 5.000e+00 1.300e+01 1.000e+01 4.700e+01 1.828e+00],24,B0006,380,997,00997.csv,,,
impedance,[2008.       5.      13.      13.      48.      25.875],24,B0006,381,998,00998.csv,,0.07483720295528123,0.09855595497783809
discharge,[2008.       5.      13.      14.      20.      24.937],24,B0006,382,999,00999.csv,1.404917318129309,,
impedance,[2008.       5.      13.      15.      11.      42.234],24,B0006,383,1000,01000.csv,,0.07231062653103708,0.09437378694839117
charge,[2008.       5.      13.      15.      43.      41.296],24,B0006,384,1001,01001.csv,,,
impedance,[2008.       5.      13.      18.      32.      21.281],24,B0006,385,1002,01002.csv,,0.07422880685868813,0.09794583413307753
discharge,[2008.       5.      13.      19.       4.      20.531],24,B0006,386,1003,01003.csv,1.395164296571563,,
impedance,[2008.       5.      13.      19.      55.      29.859],24,B0006,387,1004,01004.csv,,0.07185660712942502,0.09376323440193435
charge,[2008.       5.      13.      20.      27.      29.109],24,B0006,388,1005,01005.csv,,,
impedance,[2008.       5.      13.      23.      27.      26.625],24,B0006,389,1006,01006.csv,,0.07359262883289279,0.09794263420249376
discharge,[2008.       5.      13.      23.      59.      26.015],24,B0006,390,1007,01007.csv,1.3945343832614077,,
impedance,[2008.      5.     14.      0.     50.     35.39],24,B0006,391,1008,01008.csv,,0.07355530338796804,0.09481493549893713
charge,[2.0080e+03 5.0000e+00 1.4000e+01 1.0000e+00 2.2000e+01 3.4765e+01],24,B0006,392,1009,01009.csv,,,
impedance,[2008.       5.      14.       4.      23.      57.968],24,B0006,393,1010,01010.csv,,0.07428961541366103,0.09782803971993742
discharge,[2008.       5.      14.       4.      55.      57.453],24,B0006,394,1011,01011.csv,1.3893171179312644,,
impedance,[2008.       5.      14.       5.      46.      58.078],24,B0006,395,1012,01012.csv,,0.07377742233884306,0.09550761968799028
charge,[2008.       5.      14.       6.      18.      57.625],24,B0006,396,1013,01013.csv,,,
impedance,[2008    5   14    9   20   22],24,B0006,397,1014,01014.csv,,0.07436247289279864,0.100297485432866
discharge,[2008.       5.      14.       9.      52.      22.062],24,B0006,398,1015,01015.csv,1.3838379472327809,,
impedance,[2008.       5.      14.      10.      43.      12.953],24,B0006,399,1016,01016.csv,,0.07280893667527459,0.09466825353513973
charge,[2008.       5.      14.      11.      15.      12.671],24,B0006,400,1017,01017.csv,,,
impedance,[2008.      5.     14.     14.      3.     22.75],24,B0006,401,1018,01018.csv,,0.07308819155500623,0.10028552688952369
discharge,[2008.       5.      14.      14.      35.      22.515],24,B0006,402,1019,01019.csv,1.3736814238195123,,
impedance,[2008.       5.      14.      15.      26.      13.546],24,B0006,403,1020,01020.csv,,0.07423988397360735,0.09455851844360653
charge,[2008.       5.      14.      15.      58.      13.406],24,B0006,404,1021,01021.csv,,,
impedance,[2008.      5.     14.     18.     59.     38.89],24,B0006,405,1022,01022.csv,,0.07390565956199621,0.10034826354300655
discharge,[2008.      5.     14.     19.     31.     39.39],24,B0006,406,1023,01023.csv,1.3786059891863676,,
impedance,[2008.      5.     14.     20.     22.     30.64],24,B0006,407,1024,01024.csv,,0.07351251053388887,0.09455928328741696
charge,[2008.       5.      14.      20.      54.      30.671],24,B0006,408,1025,01025.csv,,,
impedance,[2008.       5.      14.      23.      55.      55.406],24,B0006,409,1026,01026.csv,,0.07406486350284623,0.09903658397481056
discharge,[2008.       5.      15.       0.      27.      55.625],24,B0006,410,1027,01027.csv,1.3737600299108574,,
impedance,[2.008e+03 5.000e+00 1.500e+01 1.000e+00 1.800e+01 3.789e+01],24,B0006,411,1028,01028.csv,,0.07290767778143425,0.09500166880506605
charge,[2.0080e+03 5.0000e+00 1.5000e+01 1.0000e+00 5.0000e+01 3.8062e+01],24,B0006,412,1029,01029.csv,,,
impedance,[2008.       5.      15.       4.      52.       4.609],24,B0006,413,1030,01030.csv,,0.07434066648007011,0.10067908230747398
discharge,[2008.      5.     15.      5.     24.      4.89],24,B0006,414,1031,01031.csv,1.3682580583942712,,
impedance,[2008.       5.      15.       6.      14.      38.093],24,B0006,415,1032,01032.csv,,0.07276351441984508,0.0952721862664049
charge,[2008.     5.    15.     6.    46.    38.5],24,B0006,416,1033,01033.csv,,,
impedance,[2008.       5.      15.       9.      48.       3.453],24,B0006,417,1034,01034.csv,,0.0749835856113319,0.1003809603504959
discharge,[2008.       5.      15.      10.      20.       3.875],24,B0006,418,1035,01035.csv,1.3633024037317505,,
impedance,[2008.       5.      15.      11.      10.      28.328],24,B0006,419,1036,01036.csv,,0.07280904458053215,0.09417469896249388
charge,[2008.       5.      15.      11.      42.      28.859],24,B0006,420,1037,01037.csv,,,
impedance,[2008.       5.      15.      14.      38.      58.781],24,B0006,421,1038,01038.csv,,0.07363422580248341,0.10034341350119641
discharge,[2008.       5.      15.      15.      10.      59.437],24,B0006,422,1039,01039.csv,1.3580966140172601,,
impedance,[2.008e+03 5.000e+00 1.500e+01 1.600e+01 1.000e+00 2.339e+01],24,B0006,423,1040,01040.csv,,0.07366216781831048,0.09401252729903897
charge,[2008.       5.      15.      16.      33.      24.093],24,B0006,424,1041,01041.csv,,,
impedance,[2008.       5.      15.      19.      24.      46.593],24,B0006,425,1042,01042.csv,,0.07495654638579109,0.0986748779007716
discharge,[2008.      5.     15.     19.     56.     47.39],24,B0006,426,1043,01043.csv,1.353269090999531,,
impedance,[2008.       5.      15.      20.      47.      12.406],24,B0006,427,1044,01044.csv,,0.07300473215689747,0.09488419183565079
charge,[2008.       5.      15.      21.      19.      13.234],24,B0006,428,1045,01045.csv,,,
impedance,[2008.       5.      16.       0.       9.      33.937],24,B0006,429,1046,01046.csv,,0.075132937700244,0.09988518450397564
discharge,[2008.       5.      16.      16.      54.      59.812],24,B0006,430,1047,01047.csv,1.3841605738237488,,
charge,[2008.       5.      16.      18.      43.      58.906],24,B0006,431,1048,01048.csv,,,
discharge,[2008.       5.      16.      21.      37.      39.671],24,B0006,432,1049,01049.csv,1.4051467790651473,,
impedance,[2008.       5.      16.      22.      28.      31.078],24,B0006,433,1050,01050.csv,,0.07456415358800406,0.09465513038241297
charge,[2008.       5.      16.      23.       0.      32.515],24,B0006,434,1051,01051.csv,,,
impedance,[2.0080e+03 5.0000e+00 1.7000e+01 2.0000e+00 0.0000e+00 1.2656e+01],24,B0006,435,1052,01052.csv,,0.07592804413673004,0.10032970664387303
discharge,[2.0080e+03 5.0000e+00 1.7000e+01 2.0000e+00 3.2000e+01 1.3968e+01],24,B0006,436,1053,01053.csv,1.378719022627353,,
impedance,[2008.       5.      17.       3.      22.      47.796],24,B0006,437,1054,01054.csv,,0.07343307367232554,0.09496461248763269
charge,[2008.       5.      17.       3.      54.      49.125],24,B0006,438,1055,01055.csv,,,
impedance,[2008.       5.      17.       6.      53.      18.328],24,B0006,439,1056,01056.csv,,0.07550871785129283,0.10116073256897913
discharge,[2008.       5.      17.       7.      25.      19.906],24,B0006,440,1057,01057.csv,1.3682657783199066,,
impedance,[2008.       5.      17.       8.      15.      45.265],24,B0006,441,1058,01058.csv,,0.07401683695868191,0.09598514883171738
charge,[2008.       5.      17.       8.      47.      46.703],24,B0006,442,1059,01059.csv,,,
impedance,[2008.       5.      17.      11.      49.      14.296],24,B0006,443,1060,01060.csv,,0.07460959963253604,0.10145892418195081
discharge,[2008.      5.     17.     12.     21.     15.89],24,B0006,444,1061,01061.csv,1.3573151296618016,,
impedance,[2008.       5.      17.      13.      11.      30.687],24,B0006,445,1062,01062.csv,,0.07392462060613289,0.09596990760137802
charge,[2008.       5.      17.      13.      43.      32.281],24,B0006,446,1063,01063.csv,,,
impedance,[2008.       5.      17.      16.      43.      35.437],24,B0006,447,1064,01064.csv,,0.07487960335651152,0.10060335245891304
discharge,[2008.       5.      17.      17.      15.      37.281],24,B0006,448,1065,01065.csv,1.3524934638801596,,
impedance,[2008.       5.      17.      18.       5.      53.796],24,B0006,449,1066,01066.csv,,0.07350439612412557,0.09612015257573586
charge,[2008.       5.      17.      18.      37.      55.593],24,B0006,450,1067,01067.csv,,,
impedance,[2008.       5.      17.      21.      38.      49.296],24,B0006,451,1068,01068.csv,,0.07528060880004324,0.10254518763662164
discharge,[2008.       5.      17.      22.      10.      51.218],24,B0006,452,1069,01069.csv,1.3474099151661236,,
impedance,[2008.       5.      17.      23.       0.      48.453],24,B0006,453,1070,01070.csv,,0.07264208276353092,0.09534113281992042
charge,[2008.       5.      17.      23.      32.      50.468],24,B0006,454,1071,01071.csv,,,
impedance,[2.0080e+03 5.0000e+00 1.8000e+01 2.0000e+00 3.3000e+01 1.7109e+01],24,B0006,455,1072,01072.csv,,0.07499556374166019,0.10138737916427212
discharge,[2008.       5.      18.       3.       5.      19.265],24,B0006,456,1073,01073.csv,1.3370075130842318,,
impedance,[2008.       5.      18.       3.      55.      17.546],24,B0006,457,1074,01074.csv,,0.07311999977664198,0.09592311750334574
charge,[2008.       5.      18.       4.      27.      19.656],24,B0006,458,1075,01075.csv,,,
impedance,[2008    5   18    7   28   48],24,B0006,459,1076,01076.csv,,0.07635857115497807,0.1014317733775896
discharge,[2008.       5.      18.       8.       0.      50.421],24,B0006,460,1077,01077.csv,1.3312352966718526,,
impedance,[2008.       5.      18.       8.      50.      48.718],24,B0006,461,1078,01078.csv,,0.07352773427813793,0.09722971147738375
charge,[2008.       5.      18.       9.      22.      51.046],24,B0006,462,1079,01079.csv,,,
impedance,[2008    5   18   12   12   46],24,B0006,463,1080,01080.csv,,0.07477686532784665,0.10280887562042597
discharge,[2008.       5.      18.      12.      44.      48.437],24,B0006,464,1081,01081.csv,1.3259303781727643,,
impedance,[2008.       5.      18.      13.      34.      37.281],24,B0006,465,1082,01082.csv,,0.07365221366344325,0.09623949046601309
charge,[2008.       5.      18.      14.       6.      39.921],24,B0006,466,1083,01083.csv,,,
impedance,[2008.       5.      18.      17.       4.      27.234],24,B0006,467,1084,01084.csv,,0.07601129120974016,0.10207495349364025
discharge,[2008.       5.      18.      17.      36.      29.734],24,B0006,468,1085,01085.csv,1.321578743867529,,
impedance,[2008.       5.      18.      18.      26.      10.015],24,B0006,469,1086,01086.csv,,0.0738708282490051,0.09642311008921206
charge,[2008.       5.      18.      18.      58.      12.609],24,B0006,470,1087,01087.csv,,,
impedance,[2008.       5.      18.      21.      59.      40.796],24,B0006,471,1088,01088.csv,,0.07632337493459862,0.1024320211016061
discharge,[2008.       5.      18.      22.      31.      45.515],24,B0006,472,1089,01089.csv,1.321225074066109,,
impedance,[2008.       5.      18.      23.      21.      28.437],24,B0006,473,1090,01090.csv,,0.07357181902429763,0.09759059351551938
charge,[2008.       5.      18.      23.      53.      33.781],24,B0006,474,1091,01091.csv,,,
impedance,[2.008e+03 5.000e+00 1.900e+01 2.000e+00 5.500e+01 2.843e+00],24,B0006,475,1092,01092.csv,,0.0749954456773232,0.10259630569279
discharge,[2008.       5.      19.       3.      27.       7.765],24,B0006,476,1093,01093.csv,1.3156485301862682,,
impedance,[2008.       5.      19.       4.      16.      50.453],24,B0006,477,1094,01094.csv,,0.07457692199537422,0.098332863281485
charge,[2008.       5.      19.       4.      48.      55.437],24,B0006,478,1095,01095.csv,,,
impedance,[2008.       5.      19.       7.      49.      12.843],24,B0006,479,1096,01096.csv,,0.07655910700249269,0.10301800475787612
discharge,[2008.       5.      19.      15.      34.      33.625],24,B0006,480,1097,01097.csv,1.3209025697502388,,
charge,[2008.       5.      19.      17.      58.      12.687],24,B0006,481,1098,01098.csv,,,
discharge,[2008.       5.      19.      20.      59.      48.437],24,B0006,482,1099,01099.csv,1.3474328767273906,,
charge,[2008.      5.     19.     22.      8.     37.25],24,B0006,483,1100,01100.csv,,,
discharge,[2.0080e+03 5.0000e+00 2.0000e+01 1.0000e+00 1.6000e+01 4.2609e+01],24,B0006,484,1101,01101.csv,1.3260128072353616,,
impedance,[2.0080e+03 5.0000e+00 2.0000e+01 2.0000e+00 6.0000e+00 3.2234e+01],24,B0006,485,1102,01102.csv,,0.07348534244575625,0.09721507881558597
charge,[2.0080e+03 5.0000e+00 2.0000e+01 2.0000e+00 3.8000e+01 3.5343e+01],24,B0006,486,1103,01103.csv,,,
impedance,[2008    5   20    5   40    3],24,B0006,487,1104,01104.csv,,0.07627816468715698,0.10209285250394709
discharge,[2008.       5.      20.       6.      12.       6.265],24,B0006,488,1105,01105.csv,1.3101186784831063,,
impedance,[2.008e+03 5.000e+00 2.000e+01 7.000e+00 1.000e+00 4.739e+01],24,B0006,489,1106,01106.csv,,0.07200798231511968,0.09467221621756744
charge,[2008.       5.      20.       7.      33.      50.828],24,B0006,490,1107,01107.csv,,,
impedance,[2008.       5.      20.      10.      35.      19.875],24,B0006,491,1108,01108.csv,,0.07628105077777647,0.10123049924820199
discharge,[2008.       5.      20.      11.       7.      23.453],24,B0006,492,1109,01109.csv,1.30521620229393,,
impedance,[2008.       5.      20.      11.      56.      55.343],24,B0006,493,1110,01110.csv,,0.07340853801638215,0.09646817904064085
charge,[2008.       5.      20.      12.      28.      58.687],24,B0006,494,1111,01111.csv,,,
impedance,[2008.       5.      20.      15.      25.      23.625],24,B0006,495,1112,01112.csv,,0.07559149558239868,0.10170048160813132
discharge,[2008.       5.      20.      15.      57.      27.312],24,B0006,496,1113,01113.csv,1.3004061951355774,,
impedance,[2008.       5.      20.      16.      46.      59.765],24,B0006,497,1114,01114.csv,,0.07368975629679228,0.09703678483745568
charge,[2008.       5.      20.      17.      19.       3.375],24,B0006,498,1115,01115.csv,,,
impedance,[2008.       5.      20.      20.      18.      35.187],24,B0006,499,1116,01116.csv,,0.07436926956755013,0.10195116957544287
discharge,[2008.       5.      20.      20.      50.      39.015],24,B0006,500,1117,01117.csv,1.300235735841116,,
impedance,[2008.       5.      20.      21.      40.      11.843],24,B0006,501,1118,01118.csv,,0.07251824118465043,0.09465591179063428
charge,[2008.       5.      20.      22.      12.      15.984],24,B0006,502,1119,01119.csv,,,
impedance,[2.008e+03 5.000e+00 2.100e+01 1.000e+00 7.000e+00 3.514e+01],24,B0006,503,1120,01120.csv,,0.07554946383264172,0.1033905552179119
discharge,[2.0080e+03 5.0000e+00 2.1000e+01 1.0000e+00 3.9000e+01 3.8968e+01],24,B0006,504,1121,01121.csv,1.2895066722480755,,
impedance,[2.008e+03 5.000e+00 2.100e+01 2.000e+00 2.900e+01 2.656e+00],24,B0006,505,1122,01122.csv,,0.07383014762823663,0.09770882689347758
charge,[2.008e+03 5.000e+00 2.100e+01 3.000e+00 1.000e+00 6.687e+00],24,B0006,506,1123,01123.csv,,,
impedance,[2008    5   21    5   52   23],24,B0006,507,1124,01124.csv,,0.07543780913259987,0.10190222500615645
discharge,[2008.       5.      21.       6.      24.      27.281],24,B0006,508,1125,01125.csv,1.279253057384795,,
impedance,[2008.      5.     21.      7.     13.     41.25],24,B0006,509,1126,01126.csv,,0.07329562021253073,0.09701097507123445
charge,[2008.       5.      21.       7.      45.      45.343],24,B0006,510,1127,01127.csv,,,
impedance,[2.008e+03 5.000e+00 2.100e+01 1.000e+01 4.600e+01 1.953e+00],24,B0006,511,1128,01128.csv,,0.0752830478385875,0.10212799871439257
discharge,[2008.       5.      21.      11.      18.       6.015],24,B0006,512,1129,01129.csv,1.2792078171714618,,
impedance,[2008.       5.      21.      12.       7.      20.984],24,B0006,513,1130,01130.csv,,0.07358700423436104,0.0984700686918705
charge,[2008.       5.      21.      12.      39.      25.421],24,B0006,514,1131,01131.csv,,,
impedance,[2008.       5.      21.      15.      38.      16.546],24,B0006,515,1132,01132.csv,,0.07504265846305132,0.10234809729911541
discharge,[2008.       5.      21.      16.      10.      21.203],24,B0006,516,1133,01133.csv,1.274036760902923,,
impedance,[2008.      5.     21.     16.     59.     36.14],24,B0006,517,1134,01134.csv,,0.07299830246064513,0.09674804588399895
charge,[2008.       5.      21.      17.      31.      40.671],24,B0006,518,1135,01135.csv,,,
impedance,[2008.       5.      21.      20.      30.       5.343],24,B0006,519,1136,01136.csv,,0.07493083270026814,0.10316530446995302
discharge,[2.008e+03 5.000e+00 2.100e+01 2.100e+01 2.000e+00 9.781e+00],24,B0006,520,1137,01137.csv,1.2741273923001468,,
impedance,[2008.       5.      21.      21.      51.      16.781],24,B0006,521,1138,01138.csv,,0.07317671448765889,0.09789006335131165
charge,[2008.       5.      21.      22.      23.      21.421],24,B0006,522,1139,01139.csv,,,
impedance,[2.0080e+03 5.0000e+00 2.2000e+01 1.0000e+00 1.0000e+01 5.4593e+01],24,B0006,523,1140,01140.csv,,0.07555918138378297,0.10171557782292613
discharge,[2.0080e+03 5.0000e+00 2.2000e+01 1.0000e+00 4.2000e+01 5.9218e+01],24,B0006,524,1141,01141.csv,1.2637639426440779,,
impedance,[2.008e+03 5.000e+00 2.200e+01 2.000e+00 3.200e+01 6.250e+00],24,B0006,525,1142,01142.csv,,0.07330671757566318,0.09867203700323107
charge,[2008.       5.      22.       3.       4.      11.015],24,B0006,526,1143,01143.csv,,,
impedance,[2008.       5.      22.       6.       0.      35.953],24,B0006,527,1144,01144.csv,,0.07529135855581007,0.10399050592213124
discharge,[2008.       5.      22.       6.      32.      40.921],24,B0006,528,1145,01145.csv,1.2581373688955233,,
impedance,[2008.       5.      22.       7.      21.      37.921],24,B0006,529,1146,01146.csv,,0.07381497446326195,0.09966717133921947
charge,[2008.       5.      22.       7.      53.      42.703],24,B0006,530,1147,01147.csv,,,
impedance,[2008.       5.      22.      10.      51.      17.265],24,B0006,531,1148,01148.csv,,0.07695888745317593,0.10278141799912464
discharge,[2008.       5.      22.      11.      23.      22.187],24,B0006,532,1149,01149.csv,1.253259864055301,,
impedance,[2008.       5.      22.      12.      12.      19.453],24,B0006,533,1150,01150.csv,,0.0749168340838373,0.09740913121594287
charge,[2008.       5.      22.      12.      44.      24.687],24,B0006,534,1151,01151.csv,,,
impedance,[2008.       5.      22.      15.      45.      53.515],24,B0006,535,1152,01152.csv,,0.07582454225155175,0.10410637069985224
discharge,[2008.      5.     22.     16.     17.     58.89],24,B0006,536,1153,01153.csv,1.2532313315493426,,
impedance,[2008.       5.      22.      17.       6.      57.515],24,B0006,537,1154,01154.csv,,0.07319733067893863,0.0986378767270153
charge,[2008.       5.      22.      17.      39.       2.953],24,B0006,538,1155,01155.csv,,,
impedance,[2008.       5.      22.      20.      27.      44.765],24,B0006,539,1156,01156.csv,,0.07591191584477391,0.10494385154400138
discharge,[2008.       5.      22.      20.      59.      50.203],24,B0006,540,1157,01157.csv,1.2480874960313577,,
impedance,[2008.       5.      22.      21.      48.      39.015],24,B0006,541,1158,01158.csv,,0.07412387969571942,0.09846760988701693
charge,[2008.      5.     22.     22.     20.     44.39],24,B0006,542,1159,01159.csv,,,
impedance,[2008.       5.      23.      11.      41.      10.187],24,B0006,543,1160,01160.csv,,0.07629297155319334,0.10647126315333194
discharge,[2008.       5.      23.      12.      13.      16.359],24,B0006,544,1161,01161.csv,1.2534354284944844,,
impedance,[2.0080e+03 5.0000e+00 2.3000e+01 1.3000e+01 2.0000e+00 1.5484e+01],24,B0006,545,1162,01162.csv,,0.07444944766297028,0.09763490351376954
